lane_dev_avg,angle_avg,speed_avg
0.2962418645620346,0.9974325996093693,0.15549754157254567
0.4137998501008207,0.9898445505902259,0.7482277003291471
0.6127450370362827,0.9921314500645095,0.990478812814518
0.6286274148699116,0.9950393225477062,0.5553844577828956
0.5101697795531329,0.9875009522723301,1.265129618932801
0.49934036284685135,0.9839480910536649,0.7606636852779429
0.5885553339848647,0.9941075829657043,0.6887270531444208
0.6882065832614899,0.9640660928730884,1.2488749496434055
0.4147372299974615,0.9898762529232857,0.5822830346178841
0.8874306054069445,0.9949681749595839,0.6371775782243463
0.7733388002961874,0.9852383647293652,0.49752244548173796
0.5166247469328699,0.9942588026249461,0.6315470398876818
0.8374962697012557,0.9970488726142579,0.7997938788715252
0.4262932430614125,0.9893059084220948,1.1473955389216477
0.5419509932398796,0.990868509010946,0.8478514447730722
0.5985261730172418,0.9890580046053077,0.9847520694681781
0.4417251519137813,0.9941626071829818,0.6926599388605107
0.37780246138572693,0.9913924187688424,0.5640096346029192
0.6773402141546135,0.9920383751348252,0.6745897853089738
0.46958741896292744,0.9923732073976774,0.838292572375828
0.4283288163798196,0.9951107426843088,0.938428794995377
0.5155502408742905,0.9962391080294919,0.8478789362295844
0.6966941148826951,0.9973993272414647,0.6773452243519988
0.7737182132899761,0.9834107945300371,0.7289541735828932
0.6116050866742929,0.9913243246916195,0.7380157685972133
0.5635317808542496,0.9947897564611762,1.072056618490352
0.7417689962312579,0.9925369523185573,0.9448605820495257
0.5908617107449351,0.9928431880292569,0.8554027647739204
0.5339992188594558,0.9936111020493467,0.7083787065094268
0.5614514940164306,0.9970722350198133,0.6439419369309396
0.7077396471392025,0.9780864155834408,0.9485063560733618
0.527125284075737,0.9902429046064272,1.010697385391277
0.5103293222685655,0.9828031721094733,1.2541747602674618
0.49616768169734216,0.9933365129504206,0.5930427598199022
0.5049163900754031,0.9923739998791997,0.625669711118266
0.6865250183777376,0.9896285609313118,1.0375310301322604
0.6658974083570334,0.9893612040230333,0.7582297449144347
0.6161417502623338,0.995414244446872,0.6268202761010977
0.4651308000087738,0.994915884096711,0.7559870192128356
0.44033353572542017,0.9961622754776195,1.10032930182719
