0.5653194575358287,81.0
0.9256798134484558,22.0
0.39110983828108387,14.0
0.39426748727756045,68.0
0.9448895053000403,17.0
0.7666289038543201,12.0
0.32887179604863953,37.0
0.5125227440942564,8.0
0.928375152478636,33.0
-0.5549815231297923,26.0
-0.1613270257475723,24.0
0.8922506856458767,42.0
-0.29271141181416455,72.0
1.0043325886717283,11.0
0.6809070700862531,14.0
0.446879032770806,11.0
1.0850850311979796,62.0
0.775654806228731,28.0
0.19536259298970035,67.0
0.7037879050391882,17.0
0.9113145849085093,28.0
0.7845120392833652,72.0
0.019231104563902347,38.0
-0.3060103511492682,20.0
0.2186904267918278,24.0
0.6255132908477348,39.0
0.003675333076887985,16.0
0.3258391790939054,74.0
0.5220912764756076,22.0
0.42580596365535234,44.0
0.21916417248939923,33.0
0.6733718191723574,13.0
0.7574927059368702,12.0
0.6119644639174076,36.0
0.5165815895200008,17.0
0.3974104782289853,11.0
0.37804338071396937,13.0
0.24342650301202567,26.0
0.7192703430199202,20.0
1.170327533590511,22.0
